"","pokedex_number","name","generation","category","egg_group_1","egg_group_2","has_egg_group_2","color","body_style","height_m","weight_kg","has_mega_evolution","catch_rate","base_egg_steps","base_friendship","experience_growth","type_1","type_2","has_type_2","is_legendary","hp","attack","defense","sp_attack","sp_defense","speed","total","gender","individual_ability"
"252",252,"Treecko",3,"Wood Gecko Pokémon","Monster","Dragon","TRUE","Green","bipedal_tailed",0.51,5,"False",45,5120,70,1059860,"grass","none","FALSE","FALSE",40,40,35,71,55,70,311,"male","Overgrow"
"253",253,"Grovyle",3,"Wood Gecko Pokémon","Monster","Dragon","TRUE","Green","bipedal_tailed",0.89,21.6,"False",45,5120,70,1059860,"grass","none","FALSE","FALSE",50,65,45,85,58,104,407,"female","Unburden"
"254",254,"Sceptile",3,"Forest Pokémon","Monster","Dragon","TRUE","Green","bipedal_tailed",1.7,52.2,"True",45,5120,70,1059860,"grass","none","FALSE","FALSE",70,110,82,130,85,145,622,"male","Overgrow"
"255",255,"Torchic",3,"Chick Pokémon","Field","none","FALSE","Red","head_legs",0.41,2.5,"False",45,5120,70,1059860,"fire","none","FALSE","FALSE",45,60,40,70,55,40,310,"female","Blaze"
"256",256,"Combusken",3,"Young Fowl Pokémon","Field","none","FALSE","Red","bipedal_tailed",0.89,19.5,"False",45,5120,70,1059860,"fire","fighting","TRUE","FALSE",66,85,60,85,54,55,405,"female","Blaze"
"257",257,"Blaziken",3,"Blaze Pokémon","Field","none","FALSE","Red","bipedal_tailed",1.91,52,"True",45,5120,70,1059860,"fire","fighting","TRUE","FALSE",80,160,80,130,88,90,628,"male","Blaze"
"258",258,"Mudkip",3,"Mud Fish Pokémon","Monster","Water_1","TRUE","Blue","quadruped",0.41,7.6,"False",45,5120,70,1059860,"water","none","FALSE","FALSE",50,63,50,50,50,44,307,"male","Damp"
"259",259,"Marshtomp",3,"Mud Fish Pokémon","Monster","Water_1","TRUE","Blue","bipedal_tailed",0.71,28,"False",45,5120,70,1059860,"water","ground","TRUE","FALSE",70,85,70,60,70,50,405,"male","Torrent"
"260",260,"Swampert",3,"Mud Fish Pokémon","Monster","Water_1","TRUE","Blue","bipedal_tailed",1.5,81.9,"True",45,5120,70,1059860,"water","ground","TRUE","FALSE",90,150,110,104,110,70,634,"male","Torrent"
"261",261,"Poochyena",3,"Bite Pokémon","Field","none","FALSE","Grey","quadruped",0.51,13.6,"False",255,3840,70,1000000,"dark","none","FALSE","FALSE",35,49,38,30,30,35,217,"female","Run Away"
"262",262,"Mightyena",3,"Bite Pokémon","Field","none","FALSE","Grey","quadruped",0.99,37,"False",127,3840,70,1000000,"dark","none","FALSE","FALSE",70,99,70,60,60,63,422,"male","Quick Feet"
"263",263,"Zigzagoon",3,"Tiny Racoon Pokémon","Field","none","FALSE","Brown","quadruped",0.41,17.5,"False",255,3840,70,1000000,"normal","none","FALSE","FALSE",38,27,41,30,45,60,241,"female","Gluttony"
"264",264,"Linoone",3,"Rush Pokémon","Field","none","FALSE","White","quadruped",0.51,32.5,"False",90,3840,70,1000000,"normal","none","FALSE","FALSE",78,70,67,45,61,100,421,"male","Gluttony"
"265",265,"Wurmple",3,"Worm Pokémon","Bug","none","FALSE","Red","serpentine_body",0.3,3.6,"False",255,3840,70,1000000,"bug","none","FALSE","FALSE",45,45,31,20,30,22,193,"female","Run Away"
"266",266,"Silcoon",3,"Cocoon Pokémon","Bug","none","FALSE","White","head_only",0.61,10,"False",120,3840,70,1000000,"bug","none","FALSE","FALSE",50,35,55,25,27,13,205,"male","Shed Skin"
"267",267,"Beautifly",3,"Butterfly Pokémon","Bug","none","FALSE","Yellow","four_wings",0.99,28.4,"False",45,3840,70,1000000,"bug","flying","TRUE","FALSE",66,70,45,100,50,65,396,"female","Swarm"
"268",268,"Cascoon",3,"Cocoon Pokémon","Bug","none","FALSE","Purple","head_only",0.71,11.5,"False",120,3840,70,1000000,"bug","none","FALSE","FALSE",50,35,55,25,25,15,205,"female","Shed Skin"
"269",269,"Dustox",3,"Poison Moth Pokémon","Bug","none","FALSE","Green","four_wings",1.19,31.6,"False",45,3840,70,1000000,"bug","poison","TRUE","FALSE",60,50,70,50,81,71,382,"female","Compoundeyes"
"270",270,"Lotad",3,"Water Weed Pokémon","Water_1","Grass","TRUE","Green","insectoid",0.51,2.6,"False",255,3840,70,1059860,"water","grass","TRUE","FALSE",40,30,33,40,45,30,218,"male","Swift Swim"
"271",271,"Lombre",3,"Jolly Pokémon","Water_1","Grass","TRUE","Green","bipedal_tailless",1.19,32.5,"False",120,3840,70,1059860,"water","grass","TRUE","FALSE",66,50,45,60,70,50,341,"female","Rain Dish"
"272",272,"Ludicolo",3,"Carefree Pokémon","Water_1","Grass","TRUE","Green","bipedal_tailless",1.5,55,"False",45,3840,70,1059860,"water","grass","TRUE","FALSE",80,70,70,99,90,70,479,"male","Swift Swim"
"273",273,"Seedot",3,"Acorn Pokémon","Field","Grass","TRUE","Brown","head_legs",0.51,4,"False",255,3840,70,1059860,"grass","none","FALSE","FALSE",40,40,50,30,27,33,220,"female","Pickpocket"
"274",274,"Nuzleaf",3,"Wily Pokémon","Field","Grass","TRUE","Brown","bipedal_tailless",0.99,28,"False",120,3840,70,1059860,"grass","dark","TRUE","FALSE",70,70,40,60,40,60,340,"male","Chlorophyll"
"275",275,"Shiftry",3,"Wickid Pokémon","Field","Grass","TRUE","Brown","bipedal_tailless",1.3,59.6,"False",45,3840,70,1059860,"grass","dark","TRUE","FALSE",90,100,60,90,60,80,480,"female","Pickpocket"
"276",276,"Taillow",3,"TinySwallow Pokémon","Flying","none","FALSE","Blue","two_wings",0.3,2.3,"False",200,3840,70,1059860,"normal","flying","TRUE","FALSE",40,55,30,30,30,85,270,"male","Guts"
"277",277,"Swellow",3,"Swallow Pokémon","Flying","none","FALSE","Blue","two_wings",0.71,19.8,"False",45,3840,70,1059860,"normal","flying","TRUE","FALSE",60,85,54,75,50,137,461,"male","Scrappy"
"278",278,"Wingull",3,"Seagull Pokémon","Water_1","Flying","TRUE","White","two_wings",0.61,9.5,"False",190,5120,70,1000000,"water","flying","TRUE","FALSE",40,27,30,55,33,85,270,"male","Rain Dish"
"279",279,"Pelipper",3,"Water Bird Pokémon","Water_1","Flying","TRUE","Yellow","two_wings",1.19,28,"False",45,5120,70,1000000,"water","flying","TRUE","FALSE",60,50,110,95,70,58,443,"female","Rain Dish"
"280",280,"Ralts",3,"Feeling Pokémon","Amorphous","none","FALSE","White","bipedal_tailless",0.41,6.6,"False",235,5120,35,1250000,"psychic","fairy","TRUE","FALSE",28,25,27,45,35,36,196,"male","Telepathy"
"281",281,"Kirlia",3,"Emotion Pokémon","Amorphous","none","FALSE","White","bipedal_tailless",0.79,20.2,"False",120,5120,35,1250000,"psychic","fairy","TRUE","FALSE",34,38,35,65,55,50,277,"female","Synchronize"
"282",282,"Gardevoir",3,"Embrace Pokémon","Amorphous","none","FALSE","White","bipedal_tailless",1.6,48.4,"True",45,5120,35,1250000,"psychic","fairy","TRUE","FALSE",61,85,65,181,135,100,627,"male","Synchronize"
"283",283,"Surskit",3,"Pond Skater Pokémon","Water_1","Bug","TRUE","Blue","insectoid",0.51,1.7,"False",200,3840,70,1000000,"bug","water","TRUE","FALSE",40,33,28,50,52,65,268,"male","Swift Swim"
"284",284,"Masquerain",3,"Eyeball Pokémon","Water_1","Bug","TRUE","Blue","four_wings",0.79,3.6,"False",75,3840,70,1000000,"bug","flying","TRUE","FALSE",70,60,68,90,82,80,450,"male","Intimidate"
"285",285,"Shroomish",3,"Mushroom Pokémon","Fairy","Grass","TRUE","Brown","head_legs",0.41,4.5,"False",255,3840,70,1640000,"grass","none","FALSE","FALSE",54,40,60,40,66,35,295,"female","Quick Feet"
"286",286,"Breloom",3,"Mushroom Pokémon","Fairy","Grass","TRUE","Green","bipedal_tailed",1.19,39.2,"False",90,3840,70,1640000,"grass","fighting","TRUE","FALSE",54,130,80,60,66,70,460,"female","Effect Spore"
"287",287,"Slakoth",3,"Slacker Pokémon","Field","none","FALSE","Brown","quadruped",0.79,24,"False",255,3840,70,1250000,"normal","none","FALSE","FALSE",60,60,60,35,35,30,280,"male","Truant"
"288",288,"Vigoroth",3,"Wild Monkey Pokémon","Field","none","FALSE","White","bipedal_tailed",1.4,46.5,"False",120,3840,70,1250000,"normal","none","FALSE","FALSE",80,80,80,55,55,90,440,"female","Vital Spirit"
"289",289,"Slaking",3,"Lazy Pokémon","Field","none","FALSE","Brown","bipedal_tailless",2.01,130.5,"False",45,3840,70,1250000,"normal","none","FALSE","FALSE",150,144,100,95,71,100,660,"male","Truant"
"290",290,"Nincada",3,"Trainee Pokémon","Bug","none","FALSE","Grey","insectoid",0.51,5.5,"False",255,3840,70,600000,"bug","ground","TRUE","FALSE",31,45,90,27,33,40,266,"female","Compoundeyes"
"291",291,"Ninjask",3,"Ninja Pokémon","Bug","none","FALSE","Yellow","four_wings",0.79,12,"False",120,3840,70,600000,"bug","flying","TRUE","FALSE",67,90,45,50,45,160,457,"male","Infiltrator"
"292",292,"Shedinja",3,"Shed Pokémon","Mineral","none","FALSE","Brown","head_base",0.79,1.2,"False",45,3840,70,600000,"bug","ghost","TRUE","FALSE",1,99,45,27,30,40,242,"genderless","Wonder Guard"
"293",293,"Whismur",3,"Whisper Pokémon","Monster","Field","TRUE","Pink","bipedal_tailed",0.61,16.3,"False",190,5120,70,1059860,"normal","none","FALSE","FALSE",57,51,25,51,23,28,235,"female","Soundproof"
"294",294,"Loudred",3,"Big Voice Pokémon","Monster","Field","TRUE","Blue","bipedal_tailed",0.99,40.5,"False",120,5120,70,1059860,"normal","none","FALSE","FALSE",84,63,43,71,43,52,356,"female","Scrappy"
"295",295,"Exploud",3,"Loud Noise Pokémon","Monster","Field","TRUE","Blue","bipedal_tailed",1.5,84,"False",45,5120,70,1059860,"normal","none","FALSE","FALSE",104,91,63,91,73,68,490,"female","Scrappy"
"296",296,"Makuhita",3,"Guts Pokémon","Human-Like","none","FALSE","Yellow","bipedal_tailless",0.99,86.4,"False",180,5120,70,1640000,"fighting","none","FALSE","FALSE",72,60,33,20,30,22,237,"male","Sheer Force"
"297",297,"Hariyama",3,"Arm Thrust Pokémon","Human-Like","none","FALSE","Brown","bipedal_tailless",2.31,253.8,"False",200,5120,70,1640000,"fighting","none","FALSE","FALSE",129,132,60,40,60,50,471,"male","Guts"
"298",298,"Azurill",3,"Polka Dot Pokémon","Undiscovered","none","FALSE","Blue","head_legs",0.2,2,"False",150,2560,70,800000,"normal","fairy","TRUE","FALSE",50,20,40,20,44,18,192,"female","Huge Power"
"299",299,"Nosepass",3,"Compass Pokémon","Mineral","none","FALSE","Grey","bipedal_tailless",0.99,97,"False",255,5120,70,1000000,"rock","none","FALSE","FALSE",30,40,135,45,99,30,379,"male","Magnet Pull"
"300",300,"Skitty",3,"Kitten Pokémon","Field","Fairy","TRUE","Pink","quadruped",0.61,11,"False",255,3840,70,800000,"normal","none","FALSE","FALSE",50,45,45,35,31,55,261,"female","Cute Charm"
"301",301,"Delcatty",3,"Prim Pokémon","Field","Fairy","TRUE","Purple","quadruped",1.09,32.6,"False",60,3840,70,800000,"normal","none","FALSE","FALSE",70,65,65,55,60,81,396,"male","Wonder Skin "
"302",302,"Sableye",3,"Darkness Pokémon","Human-Like","none","FALSE","Purple","bipedal_tailless",0.51,11,"True",45,6400,35,1059860,"dark","ghost","TRUE","FALSE",50,85,112,93,115,20,475,"female","Prankster"
"303",303,"Mawile",3,"Deceiver Pokémon","Field","Fairy","TRUE","Black","bipedal_tailless",0.61,11.5,"True",45,5120,70,800000,"steel","fairy","TRUE","FALSE",50,105,125,55,95,50,480,"female","Intimidate"
"304",304,"Aron",3,"Iron Armor Pokémon","Monster","none","FALSE","Grey","quadruped",0.41,60,"False",180,8960,35,1250000,"steel","rock","TRUE","FALSE",50,63,100,44,40,30,327,"male","Rock Head"
"305",305,"Lairon",3,"Iron Armor Pokémon","Monster","none","FALSE","Grey","quadruped",0.89,120,"False",90,8960,35,1250000,"steel","rock","TRUE","FALSE",60,90,154,50,45,40,439,"female","Sturdy"
"306",306,"Aggron",3,"Iron Armor Pokémon","Monster","none","FALSE","Grey","bipedal_tailed",2.11,360,"True",45,8960,35,1250000,"steel","rock","TRUE","FALSE",70,140,230,54,80,55,629,"male","Sturdy"
"307",307,"Meditite",3,"Meditate Pokémon","Human-Like","none","FALSE","Blue","bipedal_tailless",0.61,11.2,"False",180,5120,70,1000000,"fighting","psychic","TRUE","FALSE",30,44,55,40,55,54,278,"female","Pure Power"
"308",308,"Medicham",3,"Meditate Pokémon","Human-Like","none","FALSE","Red","bipedal_tailless",1.3,31.5,"True",90,5120,70,1000000,"fighting","psychic","TRUE","FALSE",66,100,85,80,85,90,506,"male","Pure Power"
"309",309,"Electrike",3,"Lightning Pokémon","Field","none","FALSE","Green","quadruped",0.61,15.2,"False",120,5120,70,1250000,"electric","none","FALSE","FALSE",40,40,40,71,40,65,296,"male","Static"
"310",310,"Manectric",3,"Discharge Pokémon","Field","none","FALSE","Yellow","quadruped",1.5,40.2,"True",45,5120,70,1250000,"electric","none","FALSE","FALSE",63,75,80,148,80,135,581,"female","Static"
"311",311,"Plusle",3,"Cheering Pokémon","Fairy","none","FALSE","Yellow","bipedal_tailed",0.41,4.2,"False",200,5120,70,1000000,"electric","none","FALSE","FALSE",60,50,44,85,75,85,399,"male","Plus"
"312",312,"Minun",3,"Cheering Pokémon","Fairy","none","FALSE","Yellow","bipedal_tailed",0.41,4.2,"False",200,5120,70,1000000,"electric","none","FALSE","FALSE",54,40,50,75,93,95,407,"female","Minus"
"313",313,"Volbeat",3,"Firefly Pokémon","Bug","Human-Like","TRUE","Grey","bipedal_tailed",0.71,17.7,"False",150,3840,70,600000,"bug","none","FALSE","FALSE",65,80,75,47,85,76,428,"male","Prankster"
"314",314,"Illumise",3,"Firefly Pokémon","Bug","Human-Like","TRUE","Purple","bipedal_tailless",0.61,17.7,"False",150,3840,70,1640000,"bug","none","FALSE","FALSE",65,47,75,65,93,85,430,"female","Tinted Lens"
"315",315,"Roselia",3,"Thorn Pokémon","Fairy","Grass","TRUE","Green","bipedal_tailless",0.3,2,"False",150,5120,70,1059860,"grass","poison","TRUE","FALSE",50,60,45,90,80,71,396,"male","Leaf Guard"
"316",316,"Gulpin",3,"Stomach Pokémon","Amorphous","none","FALSE","Green","head_arms",0.41,10.3,"False",225,5120,70,1640000,"poison","none","FALSE","FALSE",70,43,47,43,53,44,300,"female","Liquid Ooze"
"317",317,"Swalot",3,"Poison Bag Pokémon","Amorphous","none","FALSE","Purple","head_arms",1.7,80,"False",75,5120,70,1640000,"poison","none","FALSE","FALSE",90,73,83,80,83,55,464,"female","Gluttony"
"318",318,"Carvanha",3,"Savage Pokémon","Water_2","none","FALSE","Red","with_fins",0.79,20.8,"False",225,5120,35,1250000,"water","dark","TRUE","FALSE",45,90,18,65,20,71,309,"female","Speed Boost"
"319",319,"Sharpedo",3,"Brutal Pokémon","Water_2","none","FALSE","Blue","with_fins",1.8,88.8,"True",60,5120,35,1250000,"water","dark","TRUE","FALSE",70,126,77,110,65,105,553,"male","Rough Skin"
"320",320,"Wailmer",3,"Ball Whale Pokémon","Field","Water_2","TRUE","Blue","with_fins",2.01,130,"False",125,10240,70,1640000,"water","none","FALSE","FALSE",130,63,35,70,35,66,399,"male","Oblivious"
"321",321,"Wailord",3,"Float Whale Pokémon","Field","Water_2","TRUE","Blue","with_fins",14.5,398,"False",60,10240,70,1640000,"water","none","FALSE","FALSE",170,99,45,81,45,60,500,"male","Oblivious"
"322",322,"Numel",3,"Numb Pokémon","Field","none","FALSE","Yellow","quadruped",0.71,24,"False",255,5120,70,1000000,"fire","ground","TRUE","FALSE",60,60,36,65,49,35,305,"male","Own Tempo"
"323",323,"Camerupt",3,"Eruption Pokémon","Field","none","FALSE","Red","quadruped",1.91,220,"True",150,5120,70,1000000,"fire","ground","TRUE","FALSE",70,108,100,145,115,20,558,"female","Magma Armor"
"324",324,"Torkoal",3,"Coal Pokémon","Field","none","FALSE","Brown","quadruped",0.51,80.4,"False",90,5120,70,1000000,"fire","none","FALSE","FALSE",70,85,126,85,77,20,463,"female","Drought"
"325",325,"Spoink",3,"Bounce Pokémon","Field","none","FALSE","Black","head_arms",0.71,30.6,"False",255,5120,70,800000,"psychic","none","FALSE","FALSE",60,22,35,70,88,60,335,"female","Gluttony"
"326",326,"Grumpig",3,"Manipulate Pokémon","Field","none","FALSE","Purple","bipedal_tailed",0.89,71.5,"False",60,5120,70,800000,"psychic","none","FALSE","FALSE",80,45,58,90,121,80,474,"male","Gluttony"
"327",327,"Spinda",3,"Spot Panda Pokémon","Field","Human-Like","TRUE","Brown","bipedal_tailed",1.09,5,"False",255,3840,70,800000,"normal","none","FALSE","FALSE",54,60,60,66,60,60,360,"female","Own Tempo"
"328",328,"Trapinch",3,"Ant Pit Pokémon","Bug","none","FALSE","Brown","insectoid",0.71,15,"False",255,5120,70,1059860,"ground","none","FALSE","FALSE",45,100,40,45,49,10,289,"female","Sheer Force"
"329",329,"Vibrava",3,"Vibration Pokémon","Bug","none","FALSE","Green","four_wings",1.09,15.3,"False",120,5120,70,1059860,"ground","dragon","TRUE","FALSE",50,77,50,50,50,63,340,"female","Levitate"
"330",330,"Flygon",3,"Mystic Pokémon","Bug","none","FALSE","Green","two_wings",2.01,82,"False",45,5120,70,1059860,"ground","dragon","TRUE","FALSE",80,100,80,72,80,110,522,"female","Levitate"
"331",331,"Cacnea",3,"Cactus Pokémon","Grass","Human-Like","TRUE","Green","bipedal_tailless",0.41,51.3,"False",190,5120,35,1059860,"grass","none","FALSE","FALSE",50,76,40,93,40,35,334,"female","Water Absorb"
"332",332,"Cacturne",3,"Scarecrow Pokémon","Grass","Human-Like","TRUE","Green","bipedal_tailless",1.3,77.4,"False",60,5120,35,1059860,"grass","dark","TRUE","FALSE",77,115,60,115,60,49,476,"male","Water Absorb"
"333",333,"Swablu",3,"Cotton Bird Pokémon","Flying","Dragon","TRUE","Blue","two_wings",0.41,1.2,"False",255,5120,70,600000,"normal","flying","TRUE","FALSE",45,40,60,40,75,50,310,"male","Natural Cure"
"334",334,"Altaria",3,"Humming Pokémon","Flying","Dragon","TRUE","Blue","two_wings",1.09,20.6,"True",45,5120,70,600000,"dragon","flying","TRUE","FALSE",75,110,110,99,105,88,587,"female","Cloud Nine"
"335",335,"Zangoose",3,"Cat Ferret Pokémon","Field","none","FALSE","White","bipedal_tailed",1.3,40.3,"False",90,5120,70,600000,"normal","none","FALSE","FALSE",65,115,60,60,66,90,456,"male","Immunity"
"336",336,"Seviper",3,"Fang Snake Pokémon","Field","Dragon","TRUE","Black","serpentine_body",2.69,52.5,"False",90,5120,70,1640000,"poison","none","FALSE","FALSE",80,100,60,90,60,65,455,"female","Infiltrator"
"337",337,"Lunatone",3,"Meteorite Pokémon","Mineral","none","FALSE","Yellow","head_only",0.99,168,"False",45,6400,70,800000,"rock","psychic","TRUE","FALSE",90,49,71,95,85,70,460,"genderless","Levitate"
"338",338,"Solrock",3,"Meteorite Pokémon","Mineral","none","FALSE","Red","head_only",1.19,154,"False",45,6400,70,800000,"rock","psychic","TRUE","FALSE",81,95,85,60,65,70,456,"genderless","Levitate"
"339",339,"Barboach",3,"Whiskers Pokémon","Water_2","none","FALSE","Grey","with_fins",0.41,1.9,"False",190,5120,70,1000000,"water","ground","TRUE","FALSE",50,43,43,46,45,60,287,"female","Anticipation"
"340",340,"Whiscash",3,"Whiskers Pokémon","Water_2","none","FALSE","Blue","with_fins",0.89,23.6,"False",75,5120,70,1000000,"water","ground","TRUE","FALSE",99,78,73,83,71,60,464,"male","Anticipation"
"341",341,"Corphish",3,"Ruffian Pokémon","Water_1","Water_3","TRUE","Red","insectoid",0.61,11.5,"False",205,3840,70,1640000,"water","none","FALSE","FALSE",43,80,65,45,35,38,306,"male","Shell Armor"
"342",342,"Crawdaunt",3,"Rogue Pokémon","Water_1","Water_3","TRUE","Red","insectoid",1.09,32.8,"False",155,3840,70,1640000,"water","dark","TRUE","FALSE",63,120,85,90,55,55,468,"female","Hyper Cutter"
"343",343,"Baltoy",3,"Clay Doll Pokémon","Mineral","none","FALSE","Brown","head_arms",0.51,21.5,"False",255,5120,70,1000000,"ground","psychic","TRUE","FALSE",36,44,55,40,70,55,300,"genderless","Levitate"
"344",344,"Claydol",3,"Clay Doll Pokémon","Mineral","none","FALSE","Black","head_arms",1.5,108,"False",90,5120,70,1000000,"ground","psychic","TRUE","FALSE",60,70,105,63,132,75,505,"genderless","Levitate"
"345",345,"Lileep",3,"Sea Lily Pokémon","Water_3","none","FALSE","Purple","head_base",0.99,23.8,"False",45,7680,70,600000,"rock","grass","TRUE","FALSE",66,41,77,67,78,23,352,"male","Suction Cups"
"346",346,"Cradily",3,"Barnacle Pokémon","Water_3","none","FALSE","Green","head_base",1.5,60.4,"False",45,7680,70,600000,"rock","grass","TRUE","FALSE",86,89,97,81,107,38,498,"male","Suction Cups"
"347",347,"Anorith",3,"Old Shrimp Pokémon","Water_3","none","FALSE","Grey","insectoid",0.71,12.5,"False",45,7680,70,600000,"rock","bug","TRUE","FALSE",45,95,50,36,50,82,358,"female","Swift Swim"
"348",348,"Armaldo",3,"Plate Pokémon","Water_3","none","FALSE","Grey","bipedal_tailed",1.5,68.2,"False",45,7680,70,600000,"rock","bug","TRUE","FALSE",75,125,100,70,80,45,495,"male","Swift Swim"
"349",349,"Feebas",3,"Fish Pokémon","Water_1","Dragon","TRUE","Brown","with_fins",0.61,7.4,"False",255,5120,70,600000,"water","none","FALSE","FALSE",20,15,22,9,55,80,201,"female","Adaptability"
"350",350,"Milotic",3,"Tender Pokémon","Water_1","Dragon","TRUE","Pink","serpentine_body",6.2,162,"False",60,5120,70,600000,"water","none","FALSE","FALSE",85,60,79,100,125,89,538,"female","Competitive"
"351",351,"Castform",3,"Weather Pokémon","Fairy","Amorphous","TRUE","White","head_only",0.3,0.8,"False",45,6400,70,1000000,"normal","none","FALSE","FALSE",63,70,77,70,70,70,420,"female","Forecast"
"352",352,"Kecleon",3,"Color Swap Pokémon","Field","none","FALSE","Green","bipedal_tailed",0.99,22,"False",200,5120,70,1059860,"normal","none","FALSE","FALSE",66,90,63,60,120,40,439,"female","Protean"
"353",353,"Shuppet",3,"Puppet Pokémon","Amorphous","none","FALSE","Black","head_only",0.61,2.3,"False",225,6400,35,800000,"ghost","none","FALSE","FALSE",39,75,35,69,33,45,296,"female","Frisk"
"354",354,"Banette",3,"Marionette Pokémon","Amorphous","none","FALSE","Black","bipedal_tailed",1.09,12.5,"True",45,6400,35,800000,"ghost","none","FALSE","FALSE",64,165,75,102,74,75,555,"female","Cursed Body"
"355",355,"Duskull",3,"Requiem Pokémon","Amorphous","none","FALSE","Black","head_arms",0.79,15,"False",190,6400,35,800000,"ghost","none","FALSE","FALSE",20,40,90,30,81,27,288,"male","Levitate"
"356",356,"Dusclops",3,"Beckon Pokémon","Amorphous","none","FALSE","Black","bipedal_tailless",1.6,30.6,"False",90,6400,35,800000,"ghost","none","FALSE","FALSE",44,70,130,60,130,22,456,"female","Frisk"
"357",357,"Tropius",3,"Fruit Pokémon","Monster","Grass","TRUE","Green","quadruped",2.01,100,"False",200,6400,70,1250000,"grass","flying","TRUE","FALSE",99,68,74,79,87,51,458,"female","Solar Power"
"358",358,"Chimecho",3,"Wind Chime Pokémon","Amorphous","none","FALSE","Blue","head_arms",0.61,1,"False",45,6400,70,800000,"psychic","none","FALSE","FALSE",67,50,80,104,90,65,456,"female","Levitate"
"359",359,"Absol",3,"Disaster Pokémon","Field","none","FALSE","White","quadruped",1.19,47,"True",30,6400,35,1059860,"dark","none","FALSE","FALSE",65,150,60,126,60,103,564,"female","Justified"
"360",360,"Wynaut",3,"Bright Pokémon","Undiscovered","none","FALSE","Blue","bipedal_tailed",0.61,14,"False",125,5120,70,1000000,"psychic","none","FALSE","FALSE",95,20,48,23,52,23,261,"female","Telepathy"
"361",361,"Snorunt",3,"Snow Hat Pokémon","Fairy","Mineral","TRUE","Grey","bipedal_tailless",0.71,16.8,"False",190,5120,70,1000000,"ice","none","FALSE","FALSE",50,50,55,45,50,50,300,"male","Inner Focus"
"362",362,"Glalie",3,"Face Pokémon","Fairy","Mineral","TRUE","Grey","head_only",1.5,256.5,"True",75,5120,70,1000000,"ice","none","FALSE","FALSE",80,108,80,120,88,100,576,"male","Inner Focus"
"363",363,"Spheal",3,"Clap Pokémon","Water_1","Field","TRUE","Blue","with_fins",0.79,39.5,"False",255,5120,70,1059860,"ice","water","TRUE","FALSE",70,40,45,60,50,25,290,"female","Thick Fat"
"364",364,"Sealeo",3,"Ball Roll Pokémon","Water_1","Field","TRUE","Blue","with_fins",1.09,87.6,"False",120,5120,70,1059860,"ice","water","TRUE","FALSE",90,54,70,82,70,45,411,"female","Ice Body"
"365",365,"Walrein",3,"Ice Break Pokémon","Water_1","Field","TRUE","Blue","quadruped",1.4,150.6,"False",45,5120,70,1059860,"ice","water","TRUE","FALSE",99,80,90,95,90,71,525,"male","Ice Body"
"366",366,"Clamperl",3,"Bivalve Pokémon","Water_1","none","FALSE","Blue","head_only",0.41,52.5,"False",255,5120,70,600000,"water","none","FALSE","FALSE",35,64,76,74,55,35,339,"female","Rattled"
"367",367,"Huntail",3,"Deep Sea Pokémon","Water_1","none","FALSE","Blue","serpentine_body",1.7,27,"False",60,5120,70,600000,"water","none","FALSE","FALSE",55,104,105,94,75,52,485,"male","Swift Swim"
"368",368,"Gorebyss",3,"South Sea Pokémon","Water_1","none","FALSE","Pink","serpentine_body",1.8,22.6,"False",60,5120,70,600000,"water","none","FALSE","FALSE",55,84,115,114,67,52,487,"female","Hydration"
"369",369,"Relicanth",3,"Longevity Pokémon","Water_1","Water_2","TRUE","Grey","with_fins",0.99,23.4,"False",25,10240,70,1250000,"water","rock","TRUE","FALSE",110,90,130,45,58,55,488,"male","Swift Swim"
"370",370,"Luvdisc",3,"Rendezvous Pokémon","Water_2","none","FALSE","Pink","with_fins",0.61,8.7,"False",225,5120,70,800000,"water","none","FALSE","FALSE",47,30,55,40,58,97,327,"male","Swift Swim"
"371",371,"Bagon",3,"Rock Head Pokémon","Dragon","none","FALSE","Blue","bipedal_tailless",0.61,42.1,"False",45,10240,35,1250000,"dragon","none","FALSE","FALSE",49,67,60,40,30,50,296,"male","Sheer Force"
"372",372,"Shelgon",3,"Endurance Pokémon","Dragon","none","FALSE","White","quadruped",1.09,110.5,"False",45,10240,35,1250000,"dragon","none","FALSE","FALSE",65,95,100,60,50,50,420,"male","Overcoat"
"373",373,"Salamence",3,"Dragon Pokémon","Dragon","none","FALSE","Blue","quadruped",1.5,102.6,"True",45,10240,35,1250000,"dragon","flying","TRUE","FALSE",95,145,117,120,99,120,696,"female","Intimidate"
"374",374,"Beldum",3,"Iron Ball Pokémon","Mineral","none","FALSE","Blue","head_base",0.61,95.2,"False",3,10240,35,1250000,"steel","psychic","TRUE","FALSE",44,55,80,35,60,27,301,"genderless","Light Metal"
"375",375,"Metang",3,"Iron Claw Pokémon","Mineral","none","FALSE","Blue","head_arms",1.19,202.5,"False",3,10240,35,1250000,"steel","psychic","TRUE","FALSE",60,75,100,55,80,50,420,"genderless","Light Metal"
"376",376,"Metagross",3,"Iron Leg Pokémon","Mineral","none","FALSE","Blue","multiple_bodies",1.6,550,"True",3,10240,35,1250000,"steel","psychic","TRUE","FALSE",80,145,165,105,110,99,704,"genderless","Clear Body"
"377",377,"Regirock",3,"Rock Peak Pokémon","Undiscovered","none","FALSE","Brown","bipedal_tailless",1.7,230,"False",3,20480,35,1250000,"rock","none","FALSE","TRUE",80,100,200,50,90,55,575,"genderless","Clear Body"
