"","pokedex_number","name","generation","category","egg_group_1","egg_group_2","has_egg_group_2","color","body_style","height_m","weight_kg","abilities","ability_1","ability_2","ability_3","ability_4","ability_5","ability_6","no_of_abilities","has_mega_evolution","catch_rate","base_egg_steps","base_friendship","experience_growth","has_gender","prob_male","type_1","type_2","has_type_2","is_legendary","hp","attack","defense","sp_attack","sp_defense","speed","total"
"352",352,"Kecleon",3,"Color Swap","Field","none","FALSE","Green","bipedal_tailed",0.99,22,"['Color Change', 'Protean']","Color Change","Protean","none","none","none","none",2,"False",200,5120,70,1059860,"True",0.5,"normal","none","FALSE","FALSE",60,90,70,60,120,40,440
"353",353,"Shuppet",3,"Puppet","Amorphous","none","FALSE","Black","head_only",0.61,2.3,"['Insomnia', 'Frisk', 'Cursed Body']","Insomnia","Frisk","Cursed Body","none","none","none",3,"False",225,6400,35,800000,"True",0.5,"ghost","none","FALSE","FALSE",44,75,35,63,33,45,295
"354",354,"Banette",3,"Marionette","Amorphous","none","FALSE","Black","bipedal_tailed",1.09,12.5,"['Insomnia', 'Frisk', 'Cursed Body']","Insomnia","Frisk","Cursed Body","none","none","none",3,"True",45,6400,35,800000,"True",0.5,"ghost","none","FALSE","FALSE",64,165,75,93,83,75,555
"355",355,"Duskull",3,"Requiem","Amorphous","none","FALSE","Black","head_arms",0.79,15,"['Levitate', 'Frisk']","Levitate","Frisk","none","none","none","none",2,"False",190,6400,35,800000,"True",0.5,"ghost","none","FALSE","FALSE",20,40,90,30,90,25,295
"356",356,"Dusclops",3,"Beckon","Amorphous","none","FALSE","Black","bipedal_tailless",1.6,30.6,"['Pressure', 'Frisk']","Pressure","Frisk","none","none","none","none",2,"False",90,6400,35,800000,"True",0.5,"ghost","none","FALSE","FALSE",40,70,130,60,130,25,455
"357",357,"Tropius",3,"Fruit","Monster","Grass","TRUE","Green","quadruped",2.01,100,"['Chlorophyll', 'Solar Power', 'Harvest']","Chlorophyll","Solar Power","Harvest","none","none","none",3,"False",200,6400,70,1250000,"True",0.5,"grass","flying","TRUE","FALSE",99,68,83,72,87,51,460
"358",358,"Chimecho",3,"Wind Chime","Amorphous","none","FALSE","Blue","head_arms",0.61,1,"['Levitate']","Levitate","none","none","none","none","none",1,"False",45,6400,70,800000,"True",0.5,"psychic","none","FALSE","FALSE",75,50,80,95,90,65,455
"359",359,"Absol",3,"Disaster","Field","none","FALSE","White","quadruped",1.19,47,"['Pressure', 'Super Luck', 'Justified']","Pressure","Super Luck","Justified","none","none","none",3,"True",30,6400,35,1059860,"True",0.5,"dark","none","FALSE","FALSE",65,150,60,115,60,115,565
"360",360,"Wynaut",3,"Bright","Undiscovered","none","FALSE","Blue","bipedal_tailed",0.61,14,"['Shadow Tag', 'Telepathy']","Shadow Tag","Telepathy","none","none","none","none",2,"False",125,5120,70,1000000,"True",0.5,"psychic","none","FALSE","FALSE",95,23,48,23,48,23,260
"361",361,"Snorunt",3,"Snow Hat","Fairy","Mineral","TRUE","Grey","bipedal_tailless",0.71,16.8,"['Inner Focus', 'Ice Body', 'Moody']","Inner Focus","Ice Body","Moody","none","none","none",3,"False",190,5120,70,1000000,"True",0.5,"ice","none","FALSE","FALSE",50,50,50,50,50,50,300
"362",362,"Glalie",3,"Face","Fairy","Mineral","TRUE","Grey","head_only",1.5,256.5,"['Inner Focus', 'Ice Body', 'Moody']","Inner Focus","Ice Body","Moody","none","none","none",3,"True",75,5120,70,1000000,"True",0.5,"ice","none","FALSE","FALSE",80,120,80,120,80,100,580
"363",363,"Spheal",3,"Clap","Water_1","Field","TRUE","Blue","with_fins",0.79,39.5,"['Thick Fat', 'Ice Body', 'Oblivious']","Thick Fat","Ice Body","Oblivious","none","none","none",3,"False",255,5120,70,1059860,"True",0.5,"ice","water","TRUE","FALSE",70,40,50,55,50,25,290
"364",364,"Sealeo",3,"Ball Roll","Water_1","Field","TRUE","Blue","with_fins",1.09,87.6,"['Thick Fat', 'Ice Body', 'Oblivious']","Thick Fat","Ice Body","Oblivious","none","none","none",3,"False",120,5120,70,1059860,"True",0.5,"ice","water","TRUE","FALSE",90,60,70,75,70,45,410
"365",365,"Walrein",3,"Ice Break","Water_1","Field","TRUE","Blue","quadruped",1.4,150.6,"['Thick Fat', 'Ice Body', 'Oblivious']","Thick Fat","Ice Body","Oblivious","none","none","none",3,"False",45,5120,70,1059860,"True",0.5,"ice","water","TRUE","FALSE",110,80,90,95,90,65,530
"366",366,"Clamperl",3,"Bivalve","Water_1","none","FALSE","Blue","head_only",0.41,52.5,"['Shell Armor', 'Rattled']","Shell Armor","Rattled","none","none","none","none",2,"False",255,5120,70,600000,"True",0.5,"water","none","FALSE","FALSE",35,64,85,74,55,32,345
"367",367,"Huntail",3,"Deep Sea","Water_1","none","FALSE","Blue","serpentine_body",1.7,27,"['Swift Swim', 'Water Veil']","Swift Swim","Water Veil","none","none","none","none",2,"False",60,5120,70,600000,"True",0.5,"water","none","FALSE","FALSE",55,104,105,94,75,52,485
"368",368,"Gorebyss",3,"South Sea","Water_1","none","FALSE","Pink","serpentine_body",1.8,22.6,"['Swift Swim', 'Hydration']","Swift Swim","Hydration","none","none","none","none",2,"False",60,5120,70,600000,"True",0.5,"water","none","FALSE","FALSE",55,84,105,114,75,52,485
"369",369,"Relicanth",3,"Longevity","Water_1","Water_2","TRUE","Grey","with_fins",0.99,23.4,"['Swift Swim', 'Rock Head', 'Sturdy']","Swift Swim","Rock Head","Sturdy","none","none","none",3,"False",25,10240,70,1250000,"True",0.875,"water","rock","TRUE","FALSE",100,90,130,45,65,55,485
"370",370,"Luvdisc",3,"Rendezvous","Water_2","none","FALSE","Pink","with_fins",0.61,8.7,"['Swift Swim', 'Hydration']","Swift Swim","Hydration","none","none","none","none",2,"False",225,5120,70,800000,"True",0.25,"water","none","FALSE","FALSE",43,30,55,40,65,97,330
"371",371,"Bagon",3,"Rock Head","Dragon","none","FALSE","Blue","bipedal_tailless",0.61,42.1,"['Rock Head', 'Sheer Force']","Rock Head","Sheer Force","none","none","none","none",2,"False",45,10240,35,1250000,"True",0.5,"dragon","none","FALSE","FALSE",45,75,60,40,30,50,300
"372",372,"Shelgon",3,"Endurance","Dragon","none","FALSE","White","quadruped",1.09,110.5,"['Rock Head', 'Overcoat']","Rock Head","Overcoat","none","none","none","none",2,"False",45,10240,35,1250000,"True",0.5,"dragon","none","FALSE","FALSE",65,95,100,60,50,50,420
"373",373,"Salamence",3,"Dragon","Dragon","none","FALSE","Blue","quadruped",1.5,102.6,"['Intimidate', 'Moxie']","Intimidate","Moxie","none","none","none","none",2,"True",45,10240,35,1250000,"True",0.5,"dragon","flying","TRUE","FALSE",95,145,130,120,90,120,700
"374",374,"Beldum",3,"Iron Ball","Mineral","none","FALSE","Blue","head_base",0.61,95.2,"['Clear Body', 'Light Metal']","Clear Body","Light Metal","none","none","none","none",2,"False",3,10240,35,1250000,"False",0,"steel","psychic","TRUE","FALSE",40,55,80,35,60,30,300
"375",375,"Metang",3,"Iron Claw","Mineral","none","FALSE","Blue","head_arms",1.19,202.5,"['Clear Body', 'Light Metal']","Clear Body","Light Metal","none","none","none","none",2,"False",3,10240,35,1250000,"False",0,"steel","psychic","TRUE","FALSE",60,75,100,55,80,50,420
"376",376,"Metagross",3,"Iron Leg","Mineral","none","FALSE","Blue","multiple_bodies",1.6,550,"['Clear Body', 'Light Metal']","Clear Body","Light Metal","none","none","none","none",2,"True",3,10240,35,1250000,"False",0,"steel","psychic","TRUE","FALSE",80,145,150,105,110,110,700
"377",377,"Regirock",3,"Rock Peak","Undiscovered","none","FALSE","Brown","bipedal_tailless",1.7,230,"['Clear Body', 'Sturdy']","Clear Body","Sturdy","none","none","none","none",2,"False",3,20480,35,1250000,"False",0,"rock","none","FALSE","TRUE",80,100,200,50,100,50,580
"378",378,"Regice",3,"Iceberg","Undiscovered","none","FALSE","Blue","bipedal_tailless",1.8,175,"['Clear Body', 'Ice Body']","Clear Body","Ice Body","none","none","none","none",2,"False",3,20480,35,1250000,"False",0,"ice","none","FALSE","TRUE",80,50,100,100,200,50,580
"379",379,"Registeel",3,"Iron","Undiscovered","none","FALSE","Grey","bipedal_tailless",1.91,205,"['Clear Body', 'Light Metal']","Clear Body","Light Metal","none","none","none","none",2,"False",3,20480,35,1250000,"False",0,"steel","none","FALSE","TRUE",80,75,150,75,150,50,580
"380",380,"Latias",3,"Eon","Undiscovered","none","FALSE","Red","two_wings",1.4,40,"['Levitate']","Levitate","none","none","none","none","none",1,"True",3,30720,90,1250000,"True",0,"dragon","psychic","TRUE","TRUE",80,100,120,140,150,110,700
"381",381,"Latios",3,"Eon","Undiscovered","none","FALSE","Blue","two_wings",2.01,60,"['Levitate']","Levitate","none","none","none","none","none",1,"True",3,30720,90,1250000,"True",1,"dragon","psychic","TRUE","TRUE",80,130,100,160,120,110,700
"382",382,"Kyogre",3,"Sea Basin","Undiscovered","none","FALSE","Blue","with_fins",4.5,352,"['Drizzle']","Drizzle","none","none","none","none","none",1,"False",3,30720,0,1250000,"False",0,"water","none","FALSE","TRUE",100,150,90,180,160,90,770
"383",383,"Groudon",3,"Continent","Undiscovered","none","FALSE","Red","bipedal_tailed",3.51,950,"['Drought']","Drought","none","none","none","none","none",1,"False",3,30720,0,1250000,"False",0,"ground","none","FALSE","TRUE",100,180,160,150,90,90,770
"384",384,"Rayquaza",3,"Sky High","Undiscovered","none","FALSE","Green","serpentine_body",7.01,206.5,"['Air Lock']","Air Lock","none","none","none","none","none",1,"True",45,30720,0,1250000,"False",0,"dragon","flying","TRUE","TRUE",105,180,100,180,100,115,780
"385",385,"Jirachi",3,"Wish","Undiscovered","none","FALSE","Yellow","bipedal_tailless",0.3,1.1,"['Serene Grace']","Serene Grace","none","none","none","none","none",1,"False",3,30720,100,1250000,"False",0,"steel","psychic","TRUE","TRUE",100,100,100,100,100,100,600
"386",386,"Deoxys",3,"DNA","Undiscovered","none","FALSE","Red","bipedal_tailless",1.7,60.8,"['Pressure']","Pressure","none","none","none","none","none",1,"False",3,30720,0,1250000,"False",0,"psychic","none","FALSE","TRUE",50,95,90,95,90,180,600
"387",387,"Turtwig",4,"Tiny Leaf","Monster","Grass","TRUE","Green","quadruped",0.41,10.2,"['Overgrow', 'Shell Armor']","Overgrow","Shell Armor","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"grass","none","FALSE","FALSE",55,68,64,45,55,31,318
"388",388,"Grotle",4,"Grove","Monster","Grass","TRUE","Green","quadruped",1.09,97,"['Overgrow', 'Shell Armor']","Overgrow","Shell Armor","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"grass","none","FALSE","FALSE",75,89,85,55,65,36,405
"389",389,"Torterra",4,"Continent","Monster","Grass","TRUE","Green","quadruped",2.21,310,"['Overgrow', 'Shell Armor']","Overgrow","Shell Armor","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"grass","ground","TRUE","FALSE",95,109,105,75,85,56,525
"390",390,"Chimchar",4,"Chimp","Field","Human-Like","TRUE","Brown","bipedal_tailed",0.51,6.2,"['Blaze', 'Iron Fist']","Blaze","Iron Fist","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"fire","none","FALSE","FALSE",44,58,44,58,44,61,309
"391",391,"Monferno",4,"Playful","Field","Human-Like","TRUE","Brown","bipedal_tailed",0.89,22,"['Blaze', 'Iron Fist']","Blaze","Iron Fist","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"fire","fighting","TRUE","FALSE",64,78,52,78,52,81,405
"392",392,"Infernape",4,"Flame","Field","Human-Like","TRUE","Brown","bipedal_tailed",1.19,55,"['Blaze', 'Iron Fist']","Blaze","Iron Fist","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"fire","fighting","TRUE","FALSE",76,104,71,104,71,108,534
"393",393,"Piplup",4,"Penguin","Water_1","Field","TRUE","Blue","bipedal_tailless",0.41,5.2,"['Torrent', 'Defiant']","Torrent","Defiant","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"water","none","FALSE","FALSE",53,51,53,61,56,40,314
"394",394,"Prinplup",4,"Penguin","Water_1","Field","TRUE","Blue","bipedal_tailed",0.79,23,"['Torrent', 'Defiant']","Torrent","Defiant","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"water","none","FALSE","FALSE",64,66,68,81,76,50,405
"395",395,"Empoleon",4,"Emperor","Water_1","Field","TRUE","Blue","bipedal_tailed",1.7,84.5,"['Torrent', 'Defiant']","Torrent","Defiant","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"water","steel","TRUE","FALSE",84,86,88,111,101,60,530
"396",396,"Starly",4,"Starling","Flying","none","FALSE","Brown","two_wings",0.3,2,"['Keen Eye', 'Reckless']","Keen Eye","Reckless","none","none","none","none",2,"False",255,3840,70,1059860,"True",0.5,"normal","flying","TRUE","FALSE",40,55,30,30,30,60,245
"397",397,"Staravia",4,"Starling","Flying","none","FALSE","Brown","two_wings",0.61,15.5,"['Intimidate', 'Reckless']","Intimidate","Reckless","none","none","none","none",2,"False",120,3840,70,1059860,"True",0.5,"normal","flying","TRUE","FALSE",55,75,50,40,40,80,340
"398",398,"Staraptor",4,"Predator","Flying","none","FALSE","Brown","two_wings",1.19,24.9,"['Intimidate', 'Reckless']","Intimidate","Reckless","none","none","none","none",2,"False",45,3840,70,1059860,"True",0.5,"normal","flying","TRUE","FALSE",85,120,70,50,60,100,485
"399",399,"Bidoof",4,"Plump Mouse","Water_1","Field","TRUE","Brown","quadruped",0.51,20,"['Simple', 'Unaware', 'Moody']","Simple","Unaware","Moody","none","none","none",3,"False",255,3840,70,1000000,"True",0.5,"normal","none","FALSE","FALSE",59,45,40,35,40,31,250
"400",400,"Bibarel",4,"Beaver","Water_1","Field","TRUE","Brown","bipedal_tailed",0.99,31.5,"['Simple', 'Unaware', 'Moody']","Simple","Unaware","Moody","none","none","none",3,"False",127,3840,70,1000000,"True",0.5,"normal","water","TRUE","FALSE",79,85,60,55,60,71,410
"401",401,"Kricketot",4,"Cricket","Bug","none","FALSE","Red","bipedal_tailless",0.3,2.2,"['Shed Skin', 'Run Away']","Shed Skin","Run Away","none","none","none","none",2,"False",255,3840,70,1059860,"True",0.5,"bug","none","FALSE","FALSE",37,25,41,25,41,25,194
"402",402,"Kricketune",4,"Cricket","Bug","none","FALSE","Red","four_wings",0.99,25.5,"['Swarm', 'Technician']","Swarm","Technician","none","none","none","none",2,"False",45,3840,70,1059860,"True",0.5,"bug","none","FALSE","FALSE",77,85,51,55,51,65,384
"403",403,"Shinx",4,"Flash","Field","none","FALSE","Blue","quadruped",0.51,9.5,"['Rivalry', 'Intimidate', 'Guts']","Rivalry","Intimidate","Guts","none","none","none",3,"False",235,5120,70,1059860,"True",0.5,"electric","none","FALSE","FALSE",45,65,34,40,34,45,263
"404",404,"Luxio",4,"Spark","Field","none","FALSE","Blue","quadruped",0.89,30.5,"['Rivalry', 'Intimidate', 'Guts']","Rivalry","Intimidate","Guts","none","none","none",3,"False",120,5120,100,1059860,"True",0.5,"electric","none","FALSE","FALSE",60,85,49,60,49,60,363
"405",405,"Luxray",4,"Gleam Eyes","Field","none","FALSE","Blue","quadruped",1.4,42,"['Rivalry', 'Intimidate', 'Guts']","Rivalry","Intimidate","Guts","none","none","none",3,"False",45,5120,70,1059860,"True",0.5,"electric","none","FALSE","FALSE",80,120,79,95,79,70,523
"406",406,"Budew",4,"Bud","Undiscovered","none","FALSE","Green","bipedal_tailless",0.2,1.2,"['Natural Cure', 'Poison Point', 'Leaf Guard']","Natural Cure","Poison Point","Leaf Guard","none","none","none",3,"False",255,5120,70,1059860,"True",0.5,"grass","poison","TRUE","FALSE",40,30,35,50,70,55,280
"407",407,"Roserade",4,"Bouquet","Fairy","Grass","TRUE","Green","bipedal_tailless",0.89,14.5,"['Natural Cure', 'Poison Point', 'Technician']","Natural Cure","Poison Point","Technician","none","none","none",3,"False",75,5120,70,1059860,"True",0.5,"grass","poison","TRUE","FALSE",60,70,65,125,105,90,515
"408",408,"Cranidos",4,"Head Butt","Monster","none","FALSE","Blue","bipedal_tailed",0.89,31.5,"['Mold Breaker', 'Sheer Force']","Mold Breaker","Sheer Force","none","none","none","none",2,"False",45,7680,70,600000,"True",0.875,"rock","none","FALSE","FALSE",67,125,40,30,30,58,350
"409",409,"Rampardos",4,"Head Butt","Monster","none","FALSE","Blue","bipedal_tailed",1.6,102.5,"['Mold Breaker', 'Sheer Force']","Mold Breaker","Sheer Force","none","none","none","none",2,"False",45,7680,70,600000,"True",0.875,"rock","none","FALSE","FALSE",97,165,60,65,50,58,495
"410",410,"Shieldon",4,"Shield","Monster","none","FALSE","Grey","quadruped",0.51,57,"['Sturdy', 'Soundproof']","Sturdy","Soundproof","none","none","none","none",2,"False",45,7680,70,600000,"True",0.875,"rock","steel","TRUE","FALSE",30,42,118,42,88,30,350
"411",411,"Bastiodon",4,"Shield","Monster","none","FALSE","Grey","quadruped",1.3,149.5,"['Sturdy', 'Soundproof']","Sturdy","Soundproof","none","none","none","none",2,"False",45,7680,70,600000,"True",0.875,"rock","steel","TRUE","FALSE",60,52,168,47,138,30,495
"412",412,"Burmy",4,"Bagworm","Bug","none","FALSE","Grey","head_base",0.2,3.4,"['Shed Skin', 'Overcoat']","Shed Skin","Overcoat","none","none","none","none",2,"False",120,3840,70,1000000,"True",0.5,"bug","none","FALSE","FALSE",40,29,45,29,45,36,224
"413",413,"Wormadam",4,"Bagworm","Bug","none","FALSE","Grey","head_base",0.51,6.5,"['Anticipation', 'Overcoat']","Anticipation","Overcoat","none","none","none","none",2,"False",45,3840,70,1000000,"True",0,"bug","grass","TRUE","FALSE",60,69,95,69,95,36,424
"414",414,"Mothim",4,"Moth","Bug","none","FALSE","Yellow","four_wings",0.89,23.3,"['Swarm', 'Tinted Lens']","Swarm","Tinted Lens","none","none","none","none",2,"False",45,3840,70,1000000,"True",1,"bug","flying","TRUE","FALSE",70,94,50,94,50,66,424
"415",415,"Combee",4,"Tiny Bee","Bug","none","FALSE","Yellow","multiple_bodies",0.3,5.5,"['Honey Gather', 'Hustle']","Honey Gather","Hustle","none","none","none","none",2,"False",120,3840,70,1059860,"True",0.875,"bug","flying","TRUE","FALSE",30,30,42,30,42,70,244
"416",416,"Vespiquen",4,"Beehive","Bug","none","FALSE","Yellow","four_wings",1.19,38.5,"['Pressure', 'Unnerve']","Pressure","Unnerve","none","none","none","none",2,"False",45,3840,70,1059860,"True",0,"bug","flying","TRUE","FALSE",70,80,102,80,102,40,474
"417",417,"Pachirisu",4,"EleSquirrel","Field","Fairy","TRUE","White","quadruped",0.41,3.9,"['Run Away', 'Pickup', 'Volt Absorb']","Run Away","Pickup","Volt Absorb","none","none","none",3,"False",200,2560,100,1000000,"True",0.5,"electric","none","FALSE","FALSE",60,45,70,45,90,95,405
"418",418,"Buizel",4,"Sea Weasel","Water_1","Field","TRUE","Brown","quadruped",0.71,29.5,"['Swift Swim', 'Water Veil']","Swift Swim","Water Veil","none","none","none","none",2,"False",190,5120,70,1000000,"True",0.5,"water","none","FALSE","FALSE",55,65,35,60,30,85,330
"419",419,"Floatzel",4,"Sea Weasel","Water_1","Field","TRUE","Brown","quadruped",1.09,33.5,"['Swift Swim', 'Water Veil']","Swift Swim","Water Veil","none","none","none","none",2,"False",75,5120,70,1000000,"True",0.5,"water","none","FALSE","FALSE",85,105,55,85,50,115,495
"420",420,"Cherubi",4,"Cherry","Fairy","Grass","TRUE","Pink","multiple_bodies",0.41,3.3,"['Chlorophyll']","Chlorophyll","none","none","none","none","none",1,"False",190,5120,70,1000000,"True",0.5,"grass","none","FALSE","FALSE",45,35,45,62,53,35,275
"421",421,"Cherrim",4,"Blossom","Fairy","Grass","TRUE","Pink","head_legs",0.51,9.3,"['Flower Gift']","Flower Gift","none","none","none","none","none",1,"False",75,5120,70,1000000,"True",0.5,"grass","none","FALSE","FALSE",70,60,70,87,78,85,450
"422",422,"Shellos",4,"Sea Slug","Water_1","Amorphous","TRUE","Purple","serpentine_body",0.3,6.3,"['Sticky Hold', 'Storm Drain', 'Sand Force']","Sticky Hold","Storm Drain","Sand Force","none","none","none",3,"False",190,5120,70,1000000,"True",0.5,"water","none","FALSE","FALSE",76,48,48,57,62,34,325
"423",423,"Gastrodon",4,"Sea Slug","Water_1","Amorphous","TRUE","Purple","serpentine_body",0.89,29.9,"['Sticky Hold', 'Storm Drain', 'Sand Force']","Sticky Hold","Storm Drain","Sand Force","none","none","none",3,"False",75,5120,70,1000000,"True",0.5,"water","ground","TRUE","FALSE",111,83,68,92,82,39,475
"424",424,"Ambipom",4,"Long Tail","Field","none","FALSE","Purple","bipedal_tailed",1.19,20.3,"['Technician', 'Pickup', 'Skill Link']","Technician","Pickup","Skill Link","none","none","none",3,"False",45,5120,100,800000,"True",0.5,"normal","none","FALSE","FALSE",75,100,66,60,66,115,482
"425",425,"Drifloon",4,"Balloon","Amorphous","none","FALSE","Purple","head_arms",0.41,1.2,"['Aftermath', 'Unburden', 'Flare Boost']","Aftermath","Unburden","Flare Boost","none","none","none",3,"False",125,7680,70,1640000,"True",0.5,"ghost","flying","TRUE","FALSE",90,50,34,60,44,70,348
"426",426,"Drifblim",4,"Blimp","Amorphous","none","FALSE","Purple","head_arms",1.19,15,"['Aftermath', 'Unburden', 'Flare Boost']","Aftermath","Unburden","Flare Boost","none","none","none",3,"False",60,7680,70,1640000,"True",0.5,"ghost","flying","TRUE","FALSE",150,80,44,90,54,80,498
"427",427,"Buneary",4,"Rabbit","Field","Human-Like","TRUE","Brown","bipedal_tailed",0.41,5.5,"['Run Away', 'Klutz', 'Limber']","Run Away","Klutz","Limber","none","none","none",3,"False",190,5120,0,1000000,"True",0.5,"normal","none","FALSE","FALSE",55,66,44,44,56,85,350
"428",428,"Lopunny",4,"Rabbit","Field","Human-Like","TRUE","Brown","bipedal_tailed",1.19,33.3,"['Cute Charm', 'Klutz', 'Limber']","Cute Charm","Klutz","Limber","none","none","none",3,"True",60,5120,140,1000000,"True",0.5,"normal","none","FALSE","FALSE",65,136,94,54,96,135,580
"429",429,"Mismagius",4,"Magical","Amorphous","none","FALSE","Purple","head_only",0.89,4.4,"['Levitate']","Levitate","none","none","none","none","none",1,"False",45,6400,35,800000,"True",0.5,"ghost","none","FALSE","FALSE",60,60,60,105,105,105,495
"430",430,"Honchkrow",4,"Big Boss","Flying","none","FALSE","Black","two_wings",0.89,27.3,"['Insomnia', 'Super Luck', 'Moxie']","Insomnia","Super Luck","Moxie","none","none","none",3,"False",30,5120,35,1059860,"True",0.5,"dark","flying","TRUE","FALSE",100,125,52,105,52,71,505
"431",431,"Glameow",4,"Catty","Field","none","FALSE","Grey","quadruped",0.51,3.9,"['Limber', 'Own Tempo', 'Keen Eye']","Limber","Own Tempo","Keen Eye","none","none","none",3,"False",190,5120,70,800000,"True",0.25,"normal","none","FALSE","FALSE",49,55,42,42,37,85,310
"432",432,"Purugly",4,"Tiger Cat","Field","none","FALSE","Grey","quadruped",0.99,43.8,"['Thick Fat', 'Own Tempo', 'Defiant']","Thick Fat","Own Tempo","Defiant","none","none","none",3,"False",75,5120,70,800000,"True",0.25,"normal","none","FALSE","FALSE",71,82,64,64,59,112,452
"433",433,"Chingling",4,"Bell","Undiscovered","none","FALSE","Yellow","bipedal_tailless",0.2,0.6,"['Levitate']","Levitate","none","none","none","none","none",1,"False",120,6400,70,800000,"True",0.5,"psychic","none","FALSE","FALSE",45,30,50,65,50,45,285
"434",434,"Stunky",4,"Skunk","Field","none","FALSE","Purple","quadruped",0.41,19.2,"['Stench', 'Aftermath', 'Keen Eye']","Stench","Aftermath","Keen Eye","none","none","none",3,"False",225,5120,70,1000000,"True",0.5,"poison","dark","TRUE","FALSE",63,63,47,41,41,74,329
"435",435,"Skuntank",4,"Skunk","Field","none","FALSE","Purple","quadruped",0.99,38,"['Stench', 'Aftermath', 'Keen Eye']","Stench","Aftermath","Keen Eye","none","none","none",3,"False",60,5120,70,1000000,"True",0.5,"poison","dark","TRUE","FALSE",103,93,67,71,61,84,479
"436",436,"Bronzor",4,"Bronze","Mineral","none","FALSE","Green","head_only",0.51,60.5,"['Levitate', 'Heatproof', 'Heavy Metal']","Levitate","Heatproof","Heavy Metal","none","none","none",3,"False",255,5120,70,1000000,"False",0,"steel","psychic","TRUE","FALSE",57,24,86,24,86,23,300
"437",437,"Bronzong",4,"Bronze Bell","Mineral","none","FALSE","Green","head_arms",1.3,187,"['Levitate', 'Heatproof', 'Heavy Metal']","Levitate","Heatproof","Heavy Metal","none","none","none",3,"False",90,5120,70,1000000,"False",0,"steel","psychic","TRUE","FALSE",67,89,116,79,116,33,500
"438",438,"Bonsly",4,"Bonsai","Undiscovered","none","FALSE","Brown","head_legs",0.51,15,"['Sturdy', 'Rock Head', 'Rattled']","Sturdy","Rock Head","Rattled","none","none","none",3,"False",255,5120,70,1000000,"True",0.5,"rock","none","FALSE","FALSE",50,80,95,10,45,10,290
"439",439,"Mime Jr.",4,"Mime","Undiscovered","none","FALSE","Pink","bipedal_tailless",0.61,13,"['Soundproof', 'Filter', 'Technician']","Soundproof","Filter","Technician","none","none","none",3,"False",145,6400,70,1000000,"True",0.5,"psychic","fairy","TRUE","FALSE",20,25,45,70,90,60,310
"440",440,"Happiny",4,"Playhouse","Undiscovered","none","FALSE","Pink","bipedal_tailless",0.61,24.4,"['Natural Cure', 'Serene Grace', 'Friend Guard']","Natural Cure","Serene Grace","Friend Guard","none","none","none",3,"False",130,10240,140,800000,"True",0,"normal","none","FALSE","FALSE",100,5,5,15,65,30,220
"441",441,"Chatot",4,"Music Note","Flying","none","FALSE","Black","two_wings",0.51,1.9,"['Keen Eye', 'Tangled Feet', 'Big Pecks']","Keen Eye","Tangled Feet","Big Pecks","none","none","none",3,"False",30,5120,35,1059860,"True",0.5,"normal","flying","TRUE","FALSE",76,65,45,92,42,91,411
"442",442,"Spiritomb",4,"Forbidden","Amorphous","none","FALSE","Purple","head_base",0.99,108,"['Pressure', 'Infiltrator']","Pressure","Infiltrator","none","none","none","none",2,"False",100,7680,70,1000000,"True",0.5,"ghost","dark","TRUE","FALSE",50,92,108,92,108,35,485
"443",443,"Gible",4,"Land Shark","Monster","Dragon","TRUE","Blue","bipedal_tailed",0.71,20.5,"['Sand Veil', 'Rough Skin']","Sand Veil","Rough Skin","none","none","none","none",2,"False",45,10240,70,1250000,"True",0.5,"dragon","ground","TRUE","FALSE",58,70,45,40,45,42,300
"444",444,"Gabite",4,"Cave","Monster","Dragon","TRUE","Blue","bipedal_tailed",1.4,56,"['Sand Veil', 'Rough Skin']","Sand Veil","Rough Skin","none","none","none","none",2,"False",45,10240,70,1250000,"True",0.5,"dragon","ground","TRUE","FALSE",68,90,65,50,55,82,410
"445",445,"Garchomp",4,"Mach","Monster","Dragon","TRUE","Blue","bipedal_tailed",1.91,95,"['Sand Veil', 'Rough Skin']","Sand Veil","Rough Skin","none","none","none","none",2,"True",45,10240,70,1250000,"True",0.5,"dragon","ground","TRUE","FALSE",108,170,115,120,95,92,700
"446",446,"Munchlax",4,"Big Eater","Undiscovered","none","FALSE","Black","bipedal_tailless",0.61,105,"['Pickup', 'Thick Fat', 'Gluttony']","Pickup","Thick Fat","Gluttony","none","none","none",3,"False",50,10240,70,1250000,"True",0.875,"normal","none","FALSE","FALSE",135,85,40,40,85,5,390
"447",447,"Riolu",4,"Emanation","Undiscovered","none","FALSE","Blue","bipedal_tailed",0.71,20.2,"['Steadfast', 'Inner Focus', 'Prankster']","Steadfast","Inner Focus","Prankster","none","none","none",3,"False",75,6400,70,1059860,"True",0.875,"fighting","none","FALSE","FALSE",40,70,40,35,40,60,285
